Atomic Number	Atomic Symbol	Mass Number	Relative Atomic Mass (monoisotopic)	Relative Atomic Mass Uncertainty	Isotopic Composition	Isotopic Composition Uncertainty	Standard Atomic Weight (average mass)	Standard Weight Uncertainty	Notes
50	Sn	122	121.9034438	2.6E-06	0.0463	0.0003	118.71	0.007	g
50	Sn	123	122.9057252	2.6E-06			118.71	0.007	g
50	Sn	124	123.9052766	1.1E-06	0.0579	0.0005	118.71	0.007	g
50	Sn	125	124.9077864	1.1E-06			118.71	0.007	g
50	Sn	126	125.907659	1.1E-05			118.71	0.007	g
50	Sn	127	126.91039	1.1E-05			118.71	0.007	g
50	Sn	128	127.910507	1.9E-05			118.71	0.007	g
50	Sn	129	128.913465	2.1E-05			118.71	0.007	g
50	Sn	130	129.9139738	2.3E-06			118.71	0.007	g
50	Sn	131	130.917045	6.5E-06			118.71	0.007	g
50	Sn	132	131.9178267	3.1E-06			118.71	0.007	g
50	Sn	133	132.9239134	2.6E-06			118.71	0.007	g
50	Sn	134	133.9286821	3.5E-06			118.71	0.007	g
50	Sn	135	134.9349086	3.3E-06			118.71	0.007	g
50	Sn	136	135.93999	0.00043			118.71	0.007	g
50	Sn	137	136.94655	0.00054			118.71	0.007	g
50	Sn	138	137.95184	0.00064			118.71	0.007	g
51	Sb	103	102.93969	0.00032			121.76	0.001	g
51	Sb	104	103.93648	0.00013			121.76	0.001	g
51	Sb	105	104.931276	2.3E-05			121.76	0.001	g
51	Sb	106	105.928638	8E-06			121.76	0.001	g
51	Sb	107	106.9241506	4.5E-06			121.76	0.001	g
51	Sb	108	107.9222267	5.9E-06			121.76	0.001	g
51	Sb	109	108.9181411	5.7E-06			121.76	0.001	g
51	Sb	110	109.9168543	6.4E-06			121.76	0.001	g
51	Sb	111	110.9132182	9.5E-06			121.76	0.001	g
51	Sb	112	111.9124	1.9E-05			121.76	0.001	g
51	Sb	113	112.909375	1.8E-05			121.76	0.001	g
51	Sb	114	113.90929	2.3E-05			121.76	0.001	g
51	Sb	115	114.906598	1.7E-05			121.76	0.001	g
51	Sb	116	115.9067931	5.5E-06			121.76	0.001	g
51	Sb	117	116.9048415	9.1E-06			121.76	0.001	g
51	Sb	118	117.9055321	3.2E-06			121.76	0.001	g
51	Sb	119	118.9039455	8.3E-06			121.76	0.001	g
51	Sb	120	119.9050794	7.7E-06			121.76	0.001	g
51	Sb	121	120.903812	3E-06	0.5721	0.0005	121.76	0.001	g
51	Sb	122	121.9051699	3E-06			121.76	0.001	g
51	Sb	123	122.9042132	2.3E-06	0.4279	0.0005	121.76	0.001	g
51	Sb	124	123.905935	2.3E-06			121.76	0.001	g
51	Sb	125	124.905253	2.8E-06			121.76	0.001	g
51	Sb	126	125.907253	3.4E-05			121.76	0.001	g
51	Sb	127	126.9069243	5.5E-06			121.76	0.001	g
51	Sb	128	127.909146	2.1E-05			121.76	0.001	g
51	Sb	129	128.909147	2.3E-05			121.76	0.001	g
51	Sb	130	129.911662	1.5E-05			121.76	0.001	g
51	Sb	131	130.9119888	2.3E-06			121.76	0.001	g
51	Sb	132	131.9145077	2.9E-06			121.76	0.001	g
51	Sb	133	132.9152732	3.4E-06			121.76	0.001	g
51	Sb	134	133.9205357	1.8E-06			121.76	0.001	g
51	Sb	135	134.9251851	3.1E-06			121.76	0.001	g
51	Sb	136	135.9307459	6.8E-06			121.76	0.001	g
51	Sb	137	136.93555	0.00032			121.76	0.001	g
51	Sb	138	137.94145	0.00032			121.76	0.001	g
51	Sb	139	138.94655	0.00043			121.76	0.001	g
51	Sb	140	139.95283	0.00064			121.76	0.001	g
52	Te	105	104.9433	0.00032			127.6	0.03	g
52	Te	106	105.9375	0.00011			127.6	0.03	g
52	Te	107	106.935012	7.6E-05			127.6	0.03	g
52	Te	108	107.9293805	5.8E-06			127.6	0.03	g
52	Te	109	108.9273045	4.7E-06			127.6	0.03	g
52	Te	110	109.9224581	7.1E-06			127.6	0.03	g
52	Te	111	110.9210006	6.9E-06			127.6	0.03	g
52	Te	112	111.9167279	9E-06			127.6	0.03	g
52	Te	113	112.915891	3E-05			127.6	0.03	g
52	Te	114	113.912089	3E-05			127.6	0.03	g
52	Te	115	114.911902	3E-05			127.6	0.03	g
52	Te	116	115.90846	3E-05			127.6	0.03	g
52	Te	117	116.908646	1.4E-05			127.6	0.03	g
52	Te	118	117.905854	2E-05			127.6	0.03	g
52	Te	119	118.9064071	8.5E-06			127.6	0.03	g
52	Te	120	119.9040593	3.3E-06	0.0009	0.0001	127.6	0.03	g
52	Te	121	120.904944	2.8E-05			127.6	0.03	g
52	Te	122	121.9030435	1.6E-06	0.0255	0.0012	127.6	0.03	g
52	Te	123	122.9042698	1.6E-06	0.0089	0.0003	127.6	0.03	g
52	Te	124	123.9028171	1.6E-06	0.0474	0.0014	127.6	0.03	g
52	Te	125	124.9044299	1.6E-06	0.0707	0.0015	127.6	0.03	g
52	Te	126	125.9033109	1.6E-06	0.1884	0.0025	127.6	0.03	g
52	Te	127	126.9052257	1.6E-06			127.6	0.03	g
52	Te	128	127.90446128	9.3E-07	0.3174	0.0008	127.6	0.03	g
52	Te	129	128.90659646	9.3E-07			127.6	0.03	g
52	Te	130	129.906222748	1.2E-08	0.3408	0.0062	127.6	0.03	g
52	Te	131	130.908522213	6.5E-08			127.6	0.03	g
52	Te	132	131.9085467	3.7E-06			127.6	0.03	g
52	Te	133	132.9109688	3.9E-06			127.6	0.03	g
52	Te	134	133.911394	3E-06			127.6	0.03	g
52	Te	135	134.9165557	2.9E-06			127.6	0.03	g
52	Te	136	135.9201006	2.6E-06			127.6	0.03	g
52	Te	137	136.9255989	2.7E-06			127.6	0.03	g
52	Te	138	137.9294722	4.7E-06			127.6	0.03	g
52	Te	139	138.9353672	3.8E-06			127.6	0.03	g
52	Te	140	139.939499	3E-05			127.6	0.03	g
52	Te	141	140.9458	0.00043			127.6	0.03	g
52	Te	142	141.95022	0.00054			127.6	0.03	g
52	Te	143	142.95676	0.00054			127.6	0.03	g
53	I	107	106.94678	0.00032			126.90447	3E-05	
53	I	108	107.94348	0.00014			126.90447	3E-05	
53	I	109	108.9380853	6.1E-06			126.90447	3E-05	
53	I	110	109.935089	5.4E-05			126.90447	3E-05	
53	I	111	110.9302692	5.1E-06			126.90447	3E-05	
53	I	112	111.928005	1.1E-05			126.90447	3E-05	
53	I	113	112.9236501	8.6E-06			126.90447	3E-05	
53	I	114	113.92185	0.00032			126.90447	3E-05	
53	I	115	114.918048	3.1E-05			126.90447	3E-05	
53	I	116	115.91681	0.0001			126.90447	3E-05	
53	I	117	116.913648	2.8E-05			126.90447	3E-05	
53	I	118	117.913074	2.1E-05			126.90447	3E-05	
53	I	119	118.910074	3E-05			126.90447	3E-05	
53	I	120	119.910087	1.6E-05			126.90447	3E-05	
53	I	121	120.9074051	5.8E-06			126.90447	3E-05	
53	I	122	121.9075888	5.6E-06			126.90447	3E-05	
53	I	123	122.9055885	4E-06			126.90447	3E-05	
53	I	124	123.906209	2.6E-06			126.90447	3E-05	
53	I	125	124.9046294	1.6E-06			126.90447	3E-05	
53	I	126	125.9056233	4.1E-06			126.90447	3E-05	
53	I	127	126.9044719	3.9E-06	1		126.90447	3E-05	
53	I	128	127.9058086	3.9E-06			126.90447	3E-05	
53	I	129	128.9049837	3.4E-06			126.90447	3E-05	
53	I	130	129.9066702	3.4E-06			126.90447	3E-05	
53	I	131	130.9061263	6.9E-07			126.90447	3E-05	
53	I	132	131.9079935	4.4E-06			126.90447	3E-05	
53	I	133	132.907797	5E-06			126.90447	3E-05	
53	I	134	133.9097588	5.9E-06			126.90447	3E-05	
53	I	135	134.9100488	5.8E-06			126.90447	3E-05	
53	I	136	135.914604	1.5E-05			126.90447	3E-05	
53	I	137	136.9180282	9E-06			126.90447	3E-05	
53	I	138	137.9227264	6.4E-06			126.90447	3E-05	
53	I	139	138.926506	3.1E-05			126.90447	3E-05	
53	I	140	139.93173	0.0002			126.90447	3E-05	
53	I	141	140.93569	0.00021			126.90447	3E-05	
53	I	142	141.9412	0.0004			126.90447	3E-05	
53	I	143	142.94565	0.00032			126.90447	3E-05	
53	I	144	143.95139	0.00043			126.90447	3E-05	
53	I	145	144.95605	0.00054			126.90447	3E-05	
54	Xe	109	108.95043	0.00032			131.293	0.006	g,m
54	Xe	110	109.94426	0.00011			131.293	0.006	g,m
54	Xe	111	110.941607	9.3E-05			131.293	0.006	g,m
54	Xe	112	111.935559	8.9E-06			131.293	0.006	g,m
54	Xe	113	112.9332217	7.3E-06			131.293	0.006	g,m
54	Xe	114	113.92798	1.2E-05			131.293	0.006	g,m
54	Xe	115	114.926294	1.3E-05			131.293	0.006	g,m
54	Xe	116	115.921581	1.4E-05			131.293	0.006	g,m
54	Xe	117	116.920359	1.1E-05			131.293	0.006	g,m
54	Xe	118	117.916179	1.1E-05			131.293	0.006	g,m
54	Xe	119	118.915411	1.1E-05			131.293	0.006	g,m
54	Xe	120	119.911784	1.3E-05			131.293	0.006	g,m
54	Xe	121	120.911453	1.1E-05			131.293	0.006	g,m
54	Xe	122	121.908368	1.2E-05			131.293	0.006	g,m
54	Xe	123	122.908482	1E-05			131.293	0.006	g,m
54	Xe	124	123.905892	1.9E-06	0.000952	3E-06	131.293	0.006	g,m
54	Xe	125	124.9063944	2E-06			131.293	0.006	g,m
54	Xe	126	125.9042983	3.8E-06	0.00089	2E-06	131.293	0.006	g,m
54	Xe	127	126.9051829	4.4E-06			131.293	0.006	g,m
54	Xe	128	127.903531	1.1E-06	0.019102	8E-06	131.293	0.006	g,m
54	Xe	129	128.9047808611	6E-09	0.264006	8.2E-05	131.293	0.006	g,m
54	Xe	130	129.903509349	1E-08	0.04071	1.3E-05	131.293	0.006	g,m
54	Xe	131	130.90508406	2.4E-07	0.212324	3E-05	131.293	0.006	g,m
54	Xe	132	131.9041550856	5.6E-09	0.269086	3.3E-05	131.293	0.006	g,m
54	Xe	133	132.9059108	2.6E-06			131.293	0.006	g,m
54	Xe	134	133.90539466	9E-07	0.104357	2.1E-05	131.293	0.006	g,m
54	Xe	135	134.9072278	4.5E-06			131.293	0.006	g,m
54	Xe	136	135.907214484	1.1E-08	0.088573	4.4E-05	131.293	0.006	g,m
54	Xe	137	136.91155778	1.1E-07			131.293	0.006	g,m
54	Xe	138	137.9141463	3E-06			131.293	0.006	g,m
54	Xe	139	138.9187922	2.3E-06			131.293	0.006	g,m
54	Xe	140	139.9216458	2.5E-06			131.293	0.006	g,m
54	Xe	141	140.9267872	3.1E-06			131.293	0.006	g,m
54	Xe	142	141.9299731	2.9E-06			131.293	0.006	g,m
54	Xe	143	142.9353696	5E-06			131.293	0.006	g,m
54	Xe	144	143.9389451	5.7E-06			131.293	0.006	g,m
54	Xe	145	144.94472	1.2E-05			131.293	0.006	g,m
54	Xe	146	145.948518	2.6E-05			131.293	0.006	g,m
54	Xe	147	146.95426	0.00021			131.293	0.006	g,m
54	Xe	148	147.95813	0.00021			131.293	0.006	g,m
55	Cs	112	111.950309	9.3E-05			132.90545196	6E-08	
55	Cs	113	112.9444291	9.3E-06			132.90545196	6E-08	
55	Cs	114	113.941296	7.6E-05			132.90545196	6E-08	
55	Cs	115	114.93591	0.00032			132.90545196	6E-08	
55	Cs	116	115.93337	0.00011			132.90545196	6E-08	
55	Cs	117	116.928617	6.7E-05			132.90545196	6E-08	
55	Cs	118	117.92656	1.4E-05			132.90545196	6E-08	
55	Cs	119	118.922377	1.5E-05			132.90545196	6E-08	
55	Cs	120	119.920677	1.1E-05			132.90545196	6E-08	
55	Cs	121	120.917227	1.5E-05			132.90545196	6E-08	
55	Cs	122	121.916108	3.6E-05			132.90545196	6E-08	
55	Cs	123	122.912996	1.3E-05			132.90545196	6E-08	
55	Cs	124	123.9122578	8.9E-06			132.90545196	6E-08	
55	Cs	125	124.909728	8.3E-06			132.90545196	6E-08	
55	Cs	126	125.909446	1.1E-05			132.90545196	6E-08	
55	Cs	127	126.9074174	6E-06			132.90545196	6E-08	
55	Cs	128	127.9077487	5.8E-06			132.90545196	6E-08	
55	Cs	129	128.9060657	4.9E-06			132.90545196	6E-08	
55	Cs	130	129.9067093	9E-06			132.90545196	6E-08	
55	Cs	131	130.9054649	5.3E-06			132.90545196	6E-08	
55	Cs	132	131.9064339	2.1E-06			132.90545196	6E-08	
55	Cs	133	132.905451961	8E-09	1		132.90545196	6E-08	
55	Cs	134	133.906718503	1.7E-08			132.90545196	6E-08	
55	Cs	135	134.905977	1.1E-06			132.90545196	6E-08	
55	Cs	136	135.9073114	2E-06			132.90545196	6E-08	
55	Cs	137	136.90708923	3.6E-07			132.90545196	6E-08	
55	Cs	138	137.9110171	9.8E-06			132.90545196	6E-08	
55	Cs	139	138.9133638	3.4E-06			132.90545196	6E-08	
55	Cs	140	139.9172831	8.8E-06			132.90545196	6E-08	
55	Cs	141	140.9200455	9.8E-06			132.90545196	6E-08	
55	Cs	142	141.924296	7.9E-06			132.90545196	6E-08	
55	Cs	143	142.927349	2.4E-05			132.90545196	6E-08	
55	Cs	144	143.932076	2.7E-05			132.90545196	6E-08	
55	Cs	145	144.935527	1.2E-05			132.90545196	6E-08	
55	Cs	146	145.940344	4.2E-05			132.90545196	6E-08	
55	Cs	147	146.944156	5.7E-05			132.90545196	6E-08	
55	Cs	148	147.94923	0.00062			132.90545196	6E-08	
55	Cs	149	148.95302	0.00021			132.90545196	6E-08	
55	Cs	150	149.95833	0.00032			132.90545196	6E-08	
55	Cs	151	150.96258	0.00043			132.90545196	6E-08	
56	Ba	114	113.95066	0.00012			137.327	0.007	
56	Ba	115	114.94737	0.00054			137.327	0.007	
56	Ba	116	115.94128	0.00032			137.327	0.007	
56	Ba	117	116.93814	0.00021			137.327	0.007	
56	Ba	118	117.93306	0.00021			137.327	0.007	
56	Ba	119	118.93066	0.00021			137.327	0.007	
56	Ba	120	119.92605	0.00032			137.327	0.007	
56	Ba	121	120.92405	0.00015			137.327	0.007	
56	Ba	122	121.919904	3E-05			137.327	0.007	
56	Ba	123	122.918781	1.3E-05			137.327	0.007	
56	Ba	124	123.915094	1.3E-05			137.327	0.007	
56	Ba	125	124.914472	1.2E-05			137.327	0.007	
56	Ba	126	125.91125	1.3E-05			137.327	0.007	
56	Ba	127	126.911091	1.2E-05			137.327	0.007	
56	Ba	128	127.908342	5.6E-06			137.327	0.007	
56	Ba	129	128.908681	1.1E-05			137.327	0.007	
56	Ba	130	129.9063207	2.8E-06	0.00106	1E-05	137.327	0.007	
56	Ba	131	130.906941	2.8E-06			137.327	0.007	
56	Ba	132	131.9050611	1.1E-06	0.00101	1E-05	137.327	0.007	
56	Ba	133	132.9060074	1.1E-06			137.327	0.007	
56	Ba	134	133.90450818	3E-07	0.02417	0.00018	137.327	0.007	
56	Ba	135	134.90568838	2.9E-07	0.06592	0.00012	137.327	0.007	
56	Ba	136	135.90457573	2.9E-07	0.07854	0.00024	137.327	0.007	
56	Ba	137	136.90582714	3E-07	0.11232	0.00024	137.327	0.007	
56	Ba	138	137.905247	3.1E-07	0.71698	0.00042	137.327	0.007	
56	Ba	139	138.9088411	3.1E-07			137.327	0.007	
56	Ba	140	139.9106057	8.5E-06			137.327	0.007	
56	Ba	141	140.9144033	5.7E-06			137.327	0.007	
56	Ba	142	141.9164324	6.4E-06			137.327	0.007	
56	Ba	143	142.9206253	7.4E-06			137.327	0.007	
56	Ba	144	143.9229549	7.7E-06			137.327	0.007	
56	Ba	145	144.9275184	9.1E-06			137.327	0.007	
56	Ba	146	145.930284	2.2E-05			137.327	0.007	
56	Ba	147	146.935304	2.1E-05			137.327	0.007	
56	Ba	148	147.938171	6.8E-05			137.327	0.007	
56	Ba	149	148.94308	0.00021			137.327	0.007	
56	Ba	150	149.94605	0.00032			137.327	0.007	
56	Ba	151	150.95127	0.00032			137.327	0.007	
56	Ba	152	151.95481	0.00043			137.327	0.007	
56	Ba	153	152.96036	0.00043			137.327	0.007	
57	La	116	115.9563	0.00023			138.90547	7E-05	g
57	La	117	116.94999	0.00032			138.90547	7E-05	g
57	La	118	117.94673	0.00032			138.90547	7E-05	g
57	La	119	118.94099	0.00032			138.90547	7E-05	g
57	La	120	119.93807	0.00032			138.90547	7E-05	g
57	La	121	120.93315	0.00032			138.90547	7E-05	g
57	La	122	121.93071	0.00032			138.90547	7E-05	g
57	La	123	122.9263	0.00021			138.90547	7E-05	g
57	La	124	123.924574	6.1E-05			138.90547	7E-05	g
57	La	125	124.920816	2.8E-05			138.90547	7E-05	g
57	La	126	125.919513	9.7E-05			138.90547	7E-05	g
57	La	127	126.916375	2.8E-05			138.90547	7E-05	g
57	La	128	127.915592	5.8E-05			138.90547	7E-05	g
57	La	129	128.912694	2.3E-05			138.90547	7E-05	g
57	La	130	129.912369	2.8E-05			138.90547	7E-05	g
57	La	131	130.91007	3E-05			138.90547	7E-05	g
57	La	132	131.910119	3.9E-05			138.90547	7E-05	g
57	La	133	132.908218	3E-05			138.90547	7E-05	g
57	La	134	133.908514	2.1E-05			138.90547	7E-05	g
57	La	135	134.906984	1E-05			138.90547	7E-05	g
57	La	136	135.907635	5.7E-05			138.90547	7E-05	g
57	La	137	136.9064504	1.8E-06			138.90547	7E-05	g
57	La	138	137.9071149	3.7E-06	0.0008881	7.1E-06	138.90547	7E-05	g
57	La	139	138.9063563	2.4E-06	0.9991119	7.1E-06	138.90547	7E-05	g
57	La	140	139.9094806	2.4E-06			138.90547	7E-05	g
57	La	141	140.910966	4.8E-06			138.90547	7E-05	g
57	La	142	141.9140909	6.9E-06			138.90547	7E-05	g
57	La	143	142.9160795	7.9E-06			138.90547	7E-05	g
57	La	144	143.919646	1.4E-05			138.90547	7E-05	g
57	La	145	144.921808	1.3E-05			138.90547	7E-05	g
57	La	146	145.925875	3.6E-05			138.90547	7E-05	g
57	La	147	146.928418	1.2E-05			138.90547	7E-05	g
57	La	148	147.932679	2.1E-05			138.90547	7E-05	g
57	La	149	148.93535	0.00021			138.90547	7E-05	g
57	La	150	149.93947	0.00021			138.90547	7E-05	g
57	La	151	150.94232	0.00021			138.90547	7E-05	g
57	La	152	151.94682	0.00032			138.90547	7E-05	g
57	La	153	152.95036	0.00032			138.90547	7E-05	g
57	La	154	153.95517	0.00043			138.90547	7E-05	g
57	La	155	154.95901	0.00043			138.90547	7E-05	g
58	Ce	119	118.95271	0.00054			140.116	0.001	g
58	Ce	120	119.94654	0.00054			140.116	0.001	g
58	Ce	121	120.94335	0.00043			140.116	0.001	g
58	Ce	122	121.93787	0.00043			140.116	0.001	g
58	Ce	123	122.93528	0.00032			140.116	0.001	g
58	Ce	124	123.93031	0.00032			140.116	0.001	g
58	Ce	125	124.92844	0.00021			140.116	0.001	g
58	Ce	126	125.923971	3E-05			140.116	0.001	g
58	Ce	127	126.922727	3.1E-05			140.116	0.001	g
58	Ce	128	127.918911	3E-05			140.116	0.001	g
58	Ce	129	128.918102	3E-05			140.116	0.001	g
58	Ce	130	129.914736	3E-05			140.116	0.001	g
58	Ce	131	130.914429	3.5E-05			140.116	0.001	g
58	Ce	132	131.911464	2.2E-05			140.116	0.001	g
58	Ce	133	132.91152	1.8E-05			140.116	0.001	g
58	Ce	134	133.908928	2.2E-05			140.116	0.001	g
58	Ce	135	134.909161	1.1E-05			140.116	0.001	g
58	Ce	136	135.90712921	4.1E-07	0.00185	2E-05	140.116	0.001	g
58	Ce	137	136.90776236	4.5E-07			140.116	0.001	g
58	Ce	138	137.905991	1.1E-05	0.00251	2E-05	140.116	0.001	g
58	Ce	139	138.9066551	7.8E-06			140.116	0.001	g
58	Ce	140	139.9054431	2.3E-06	0.8845	0.00051	140.116	0.001	g
58	Ce	141	140.9082807	2.3E-06			140.116	0.001	g
58	Ce	142	141.9092504	2.9E-06	0.11114	0.00051	140.116	0.001	g
58	Ce	143	142.9123921	2.9E-06			140.116	0.001	g
58	Ce	144	143.9136529	3.4E-06			140.116	0.001	g
58	Ce	145	144.917265	3.6E-05			140.116	0.001	g
58	Ce	146	145.918802	1.8E-05			140.116	0.001	g
58	Ce	147	146.9226899	9.2E-06			140.116	0.001	g
58	Ce	148	147.924424	1.2E-05			140.116	0.001	g
58	Ce	149	148.928427	1.1E-05			140.116	0.001	g
58	Ce	150	149.930384	1.3E-05			140.116	0.001	g
58	Ce	151	150.934272	1.9E-05			140.116	0.001	g
58	Ce	152	151.9366	0.00021			140.116	0.001	g
58	Ce	153	152.94093	0.00021			140.116	0.001	g
58	Ce	154	153.9438	0.00032			140.116	0.001	g
58	Ce	155	154.94855	0.00043			140.116	0.001	g
58	Ce	156	155.95183	0.00043			140.116	0.001	g
58	Ce	157	156.95705	0.00054			140.116	0.001	g
59	Pr	121	120.95532	0.00054			140.90766	2E-05	
59	Pr	122	121.95175	0.00054			140.90766	2E-05	
59	Pr	123	122.94596	0.00043			140.90766	2E-05	
59	Pr	124	123.94294	0.00043			140.90766	2E-05	
59	Pr	125	124.9377	0.00032			140.90766	2E-05	
59	Pr	126	125.93524	0.00021			140.90766	2E-05	
59	Pr	127	126.93071	0.00021			140.90766	2E-05	
59	Pr	128	127.928791	3.2E-05			140.90766	2E-05	
59	Pr	129	128.925095	3.2E-05			140.90766	2E-05	
59	Pr	130	129.92359	6.9E-05			140.90766	2E-05	
59	Pr	131	130.920235	5E-05			140.90766	2E-05	
59	Pr	132	131.919255	6.1E-05			140.90766	2E-05	
59	Pr	133	132.916331	1.3E-05			140.90766	2E-05	
59	Pr	134	133.915697	2.2E-05			140.90766	2E-05	
59	Pr	135	134.913112	1.3E-05			140.90766	2E-05	
59	Pr	136	135.912677	1.2E-05			140.90766	2E-05	
59	Pr	137	136.9106792	8.7E-06			140.90766	2E-05	
59	Pr	138	137.910754	1.5E-05			140.90766	2E-05	
59	Pr	139	138.9089408	8.5E-06			140.90766	2E-05	
59	Pr	140	139.9090803	6.9E-06			140.90766	2E-05	
59	Pr	141	140.9076576	2.3E-06	1		140.90766	2E-05	
59	Pr	142	141.9100496	2.3E-06			140.90766	2E-05	
59	Pr	143	142.9108228	2.4E-06			140.90766	2E-05	
59	Pr	144	143.9133109	3.2E-06			140.90766	2E-05	
59	Pr	145	144.9145182	7.8E-06			140.90766	2E-05	
59	Pr	146	145.91768	3.7E-05			140.90766	2E-05	
59	Pr	147	146.919008	1.7E-05			140.90766	2E-05	
59	Pr	148	147.92213	1.6E-05			140.90766	2E-05	
59	Pr	149	148.923736	1.1E-05			140.90766	2E-05	
59	Pr	150	149.9266765	9.7E-06			140.90766	2E-05	
59	Pr	151	150.928309	1.3E-05			140.90766	2E-05	
59	Pr	152	151.931553	2E-05			140.90766	2E-05	
59	Pr	153	152.933904	1.3E-05			140.90766	2E-05	
59	Pr	154	153.93753	0.00016			140.90766	2E-05	
59	Pr	155	154.940509	1.8E-05			140.90766	2E-05	
59	Pr	156	155.94464	0.00032			140.90766	2E-05	
59	Pr	157	156.94789	0.00043			140.90766	2E-05	
59	Pr	158	157.95241	0.00043			140.90766	2E-05	
59	Pr	159	158.95589	0.00054			140.90766	2E-05	
60	Nd	124	123.9522	0.00054			144.242	0.003	g
60	Nd	125	124.9489	0.00043			144.242	0.003	g
60	Nd	126	125.94311	0.00032			144.242	0.003	g
60	Nd	127	126.94038	0.00032			144.242	0.003	g
60	Nd	128	127.93525	0.00021			144.242	0.003	g
60	Nd	129	128.9331	0.00022			144.242	0.003	g
60	Nd	130	129.928506	3E-05			144.242	0.003	g
60	Nd	131	130.927248	3E-05			144.242	0.003	g
60	Nd	132	131.923321	2.6E-05			144.242	0.003	g
60	Nd	133	132.922348	5E-05			144.242	0.003	g
60	Nd	134	133.91879	1.3E-05			144.242	0.003	g
60	Nd	135	134.918181	2.1E-05			144.242	0.003	g
60	Nd	136	135.914976	1.3E-05			144.242	0.003	g
60	Nd	137	136.914562	1.3E-05			144.242	0.003	g
60	Nd	138	137.91195	1.2E-05			144.242	0.003	g
60	Nd	139	138.911954	3E-05			144.242	0.003	g
60	Nd	140	139.90955	2.8E-05			144.242	0.003	g
60	Nd	141	140.9096147	3.8E-06			144.242	0.003	g
60	Nd	142	141.907729	2E-06	0.27152	0.0004	144.242	0.003	g
60	Nd	143	142.90982	2E-06	0.12174	0.00026	144.242	0.003	g
60	Nd	144	143.910093	2E-06	0.23798	0.00019	144.242	0.003	g
60	Nd	145	144.9125793	2E-06	0.08293	0.00012	144.242	0.003	g
60	Nd	146	145.9131226	2E-06	0.17189	0.00032	144.242	0.003	g
60	Nd	147	146.9161061	2E-06			144.242	0.003	g
60	Nd	148	147.9168993	2.6E-06	0.05756	0.00021	144.242	0.003	g
60	Nd	149	148.9201548	2.6E-06			144.242	0.003	g
60	Nd	150	149.9209022	1.8E-06	0.05638	0.00028	144.242	0.003	g
60	Nd	151	150.9238403	1.8E-06			144.242	0.003	g
60	Nd	152	151.924692	2.6E-05			144.242	0.003	g
60	Nd	153	152.927718	2.9E-06			144.242	0.003	g
60	Nd	154	153.92948	0.00012			144.242	0.003	g
60	Nd	155	154.9331357	9.8E-06			144.242	0.003	g
60	Nd	156	155.93508	0.00021			144.242	0.003	g
60	Nd	157	156.939386	2.7E-05			144.242	0.003	g
60	Nd	158	157.94197	0.00032			144.242	0.003	g
60	Nd	159	158.94653	0.00043			144.242	0.003	g
60	Nd	160	159.9494	0.00043			144.242	0.003	g
60	Nd	161	160.95428	0.00054			144.242	0.003	g
61	Pm	126	125.95792	0.00054			145		
61	Pm	127	126.95192	0.00043			145		
61	Pm	128	127.9487	0.00032			145		
61	Pm	129	128.94323	0.00032			145		
61	Pm	130	129.94053	0.00021			145		
61	Pm	131	130.93567	0.00021			145		
61	Pm	132	131.93384	0.00016			145		
61	Pm	133	132.929782	5.4E-05			145		
61	Pm	134	133.928353	6.2E-05			145		
61	Pm	135	134.924823	7E-05			145		
61	Pm	136	135.923585	7.7E-05			145		
61	Pm	137	136.92048	1.4E-05			145		
61	Pm	138	137.919548	3E-05			145		
61	Pm	139	138.9168	1.5E-05			145		
61	Pm	140	139.91604	3.8E-05			145		
61	Pm	141	140.913555	1.5E-05			145		
61	Pm	142	141.91289	2.5E-05			145		
61	Pm	143	142.9109383	3.4E-06			145		
61	Pm	144	143.9125964	3.4E-06			145		
61	Pm	145	144.9127559	3.3E-06			145		
61	Pm	146	145.9147024	4.8E-06			145		
61	Pm	147	146.915145	1.9E-06			145		
61	Pm	148	147.9174819	6.3E-06			145		
61	Pm	149	148.9183423	2.7E-06			145		
61	Pm	150	149.920991	2.2E-05			145		
61	Pm	151	150.9212175	5.1E-06			145		
61	Pm	152	151.923506	2.8E-05			145		
61	Pm	153	152.9241567	9.7E-06			145		
61	Pm	154	153.926472	4.8E-05			145		
61	Pm	155	154.928137	5.1E-06			145		
61	Pm	156	155.9311175	3.9E-06			145		
61	Pm	157	156.9331214	7.5E-06			145		
61	Pm	158	157.936565	1.4E-05			145		
61	Pm	159	158.939287	1.1E-05			145		
61	Pm	160	159.9431	0.00032			145		
61	Pm	161	160.94607	0.00032			145		
61	Pm	162	161.95022	0.00043			145		
61	Pm	163	162.95357	0.00054			145		
62	Sm	128	127.95842	0.00054			150.36	0.02	g
62	Sm	129	128.95476	0.00054			150.36	0.02	g
62	Sm	130	129.949	0.00043			150.36	0.02	g
62	Sm	131	130.94618	0.00043			150.36	0.02	g
62	Sm	132	131.94087	0.00032			150.36	0.02	g
62	Sm	133	132.93856	0.00032			150.36	0.02	g
62	Sm	134	133.93411	0.00021			150.36	0.02	g
62	Sm	135	134.93252	0.00017			150.36	0.02	g
62	Sm	136	135.928276	1.3E-05			150.36	0.02	g
62	Sm	137	136.926971	4.6E-05			150.36	0.02	g
62	Sm	138	137.923244	1.3E-05			150.36	0.02	g
62	Sm	139	138.922297	1.2E-05			150.36	0.02	g
62	Sm	140	139.918995	1.3E-05			150.36	0.02	g
